0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.656998999999999889e+00
1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.668574000000000002e+00
2.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.660857000000000028e+00
3.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.668206000000000078e+00
4.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.663199000000000094e+00
5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.657595999999999847e+00
6.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.662786000000000097e+00
7.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.659018999999999799e+00
8.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.666277000000000008e+00
9.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.661087000000000202e+00
1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.657595999999999847e+00
1.100000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.658147000000000038e+00
1.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.660673000000000066e+00
1.300000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.663567000000000018e+00
1.400000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+01,-1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.658697999999999784e+00
1.500000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.661776000000000142e+00
1.600000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,-1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.658329999999999860e+00
1.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.356000000000000050e+01,-3.663336999999999843e+00
